Mun;Assistente Social;Enfermeiro;Fisioterapeuta;Fonoaudiólogo;Nutricionista;Odontólogo;Psicólogo;Psiquiatra;Total
314460 Nepomuceno;2.0;10.0;4.0;2.0;2.0;6.0;5.0;0.0;31.0
314465 Ninheira;0.0;6.0;3.0;0.0;1.0;0.0;3.0;0.0;13.0
314467 Nova Belém;1.0;2.0;1.0;2.0;1.0;1.0;2.0;0.0;10.0
314470 Nova Era;4.0;10.0;6.0;1.0;2.0;11.0;7.0;0.0;41.0
314480 Nova Lima;26.0;110.0;75.0;28.0;16.0;79.0;52.0;10.0;396.0
314490 Nova Módica;0.0;4.0;4.0;1.0;1.0;0.0;1.0;0.0;11.0
314500 Nova Ponte;3.0;13.0;7.0;1.0;2.0;7.0;9.0;1.0;43.0
314505 Nova Porteirinha;2.0;8.0;3.0;0.0;1.0;0.0;1.0;0.0;15.0
314510 Nova Resende;1.0;11.0;6.0;1.0;1.0;2.0;5.0;0.0;27.0
314520 Nova Serrana;9.0;92.0;19.0;3.0;9.0;34.0;28.0;1.0;195.0
313660 Nova União;2.0;4.0;4.0;1.0;1.0;1.0;0.0;0.0;13.0
314530 Novo Cruzeiro;5.0;15.0;7.0;1.0;3.0;6.0;3.0;0.0;40.0
314535 Novo Oriente de Minas;1.0;2.0;3.0;0.0;1.0;1.0;1.0;0.0;9.0
314537 Novorizonte;0.0;4.0;3.0;0.0;1.0;0.0;2.0;0.0;10.0
314540 Olaria;0.0;4.0;6.0;0.0;1.0;1.0;1.0;0.0;13.0
314545 Olhos-d'Água;0.0;5.0;2.0;1.0;2.0;0.0;2.0;0.0;12.0
314550 Olímpio Noronha;0.0;1.0;4.0;1.0;1.0;4.0;2.0;0.0;13.0
314560 Oliveira;13.0;56.0;31.0;8.0;3.0;17.0;21.0;1.0;150.0
314570 Oliveira Fortes;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;4.0
314580 Onça de Pitangui;0.0;2.0;3.0;0.0;1.0;3.0;2.0;0.0;11.0
314585 Oratórios;1.0;1.0;2.0;1.0;2.0;2.0;2.0;0.0;11.0
314587 Orizânia;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;3.0
314590 Ouro Branco;5.0;74.0;17.0;7.0;8.0;30.0;31.0;4.0;176.0
314600 Ouro Fino;4.0;29.0;12.0;3.0;4.0;26.0;5.0;2.0;85.0
314610 Ouro Preto;9.0;52.0;35.0;8.0;22.0;39.0;26.0;3.0;194.0
314620 Ouro Verde de Minas;0.0;3.0;2.0;0.0;1.0;2.0;1.0;0.0;9.0
314625 Padre Carvalho;0.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;6.0
314630 Padre Paraíso;3.0;9.0;5.0;0.0;1.0;3.0;5.0;0.0;26.0
314655 Pai Pedro;0.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;8.0
314640 Paineiras;1.0;2.0;1.0;1.0;3.0;1.0;1.0;0.0;10.0
314650 Pains;0.0;5.0;3.0;1.0;1.0;0.0;3.0;0.0;13.0
314660 Paiva;1.0;1.0;2.0;0.0;2.0;1.0;2.0;0.0;9.0
314670 Palma;2.0;6.0;3.0;0.0;0.0;1.0;2.0;0.0;14.0
314675 Palmópolis;1.0;5.0;2.0;0.0;1.0;0.0;1.0;0.0;10.0
314690 Papagaios;0.0;10.0;2.0;1.0;3.0;5.0;4.0;1.0;26.0
314710 Pará de Minas;19.0;121.0;44.0;14.0;15.0;43.0;51.0;1.0;308.0
314700 Paracatu;16.0;102.0;39.0;8.0;16.0;76.0;23.0;1.0;281.0
314720 Paraguaçu;3.0;20.0;9.0;1.0;4.0;7.0;5.0;1.0;50.0
314730 Paraisópolis;2.0;5.0;19.0;6.0;3.0;16.0;10.0;0.0;61.0
314740 Paraopeba;3.0;10.0;6.0;1.0;4.0;16.0;16.0;1.0;57.0
314760 Passa Quatro;4.0;12.0;5.0;3.0;1.0;13.0;5.0;0.0;43.0
314770 Passa Tempo;2.0;6.0;7.0;1.0;2.0;1.0;3.0;0.0;22.0
314780 Passa-Vinte;0.0;5.0;1.0;0.0;1.0;3.0;1.0;1.0;12.0
314750 Passabém;0.0;5.0;2.0;0.0;1.0;2.0;1.0;0.0;11.0
314790 Passos;38.0;332.0;66.0;23.0;28.0;63.0;45.0;7.0;602.0
314795 Patis;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;5.0
314800 Patos de Minas;31.0;266.0;131.0;30.0;39.0;208.0;106.0;11.0;822.0
314810 Patrocínio;17.0;106.0;73.0;16.0;17.0;76.0;44.0;2.0;351.0
314820 Patrocínio do Muriaé;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5.0
314830 Paula Cândido;3.0;2.0;4.0;1.0;2.0;5.0;2.0;0.0;19.0
314840 Paulistas;0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;5.0
314850 Pavão;0.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;5.0
314860 Peçanha;2.0;14.0;9.0;0.0;1.0;10.0;5.0;0.0;41.0
314870 Pedra Azul;9.0;34.0;7.0;1.0;3.0;3.0;10.0;1.0;68.0
314875 Pedra Bonita;1.0;3.0;2.0;1.0;1.0;2.0;1.0;0.0;11.0
314880 Pedra do Anta;2.0;5.0;2.0;0.0;1.0;0.0;3.0;2.0;15.0
314890 Pedra do Indaiá;0.0;2.0;2.0;1.0;1.0;2.0;2.0;0.0;10.0
314900 Pedra Dourada;1.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;6.0
314910 Pedralva;1.0;8.0;4.0;1.0;1.0;7.0;3.0;0.0;25.0
314915 Pedras de Maria da Cruz;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0
314920 Pedrinópolis;0.0;5.0;2.0;0.0;1.0;4.0;1.0;0.0;13.0
314930 Pedro Leopoldo;4.0;38.0;19.0;10.0;10.0;55.0;26.0;2.0;164.0
314940 Pedro Teixeira;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;6.0
314950 Pequeri;0.0;5.0;1.0;1.0;2.0;2.0;0.0;0.0;11.0
314960 Pequi;0.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0
314970 Perdigão;0.0;7.0;4.0;0.0;1.0;0.0;2.0;0.0;14.0
314980 Perdizes;1.0;18.0;26.0;3.0;4.0;13.0;5.0;0.0;70.0
314990 Perdões;2.0;11.0;12.0;1.0;2.0;14.0;12.0;0.0;54.0
314995 Periquito;1.0;5.0;2.0;2.0;2.0;0.0;1.0;0.0;13.0
315000 Pescador;1.0;6.0;0.0;0.0;1.0;0.0;1.0;0.0;9.0
315010 Piau;2.0;2.0;3.0;0.0;1.0;1.0;1.0;0.0;10.0
315015 Piedade de Caratinga;1.0;2.0;3.0;0.0;1.0;1.0;1.0;0.0;9.0
315020 Piedade de Ponte Nova;0.0;8.0;4.0;1.0;1.0;0.0;2.0;0.0;16.0
315030 Piedade do Rio Grande;0.0;8.0;2.0;0.0;0.0;3.0;2.0;0.0;15.0
315040 Piedade dos Gerais;0.0;4.0;2.0;0.0;0.0;1.0;0.0;0.0;7.0
315050 Pimenta;2.0;6.0;4.0;1.0;1.0;2.0;4.0;0.0;20.0
315053 Pingo-d'Água;1.0;4.0;3.0;0.0;2.0;2.0;1.0;0.0;13.0
315057 Pintópolis;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;4.0
315060 Piracema;1.0;4.0;3.0;1.0;0.0;2.0;1.0;0.0;12.0
315070 Pirajuba;0.0;6.0;2.0;0.0;0.0;2.0;1.0;0.0;11.0
315080 Piranga;2.0;6.0;4.0;1.0;3.0;2.0;6.0;1.0;25.0
315090 Piranguçu;0.0;3.0;1.0;0.0;0.0;2.0;0.0;0.0;6.0
315100 Piranguinho;1.0;5.0;5.0;0.0;1.0;7.0;6.0;0.0;25.0
315110 Pirapetinga;2.0;12.0;7.0;2.0;3.0;2.0;1.0;0.0;29.0
315120 Pirapora;15.0;53.0;27.0;7.0;11.0;25.0;25.0;0.0;163.0
315130 Piraúba;1.0;4.0;10.0;2.0;3.0;10.0;3.0;0.0;33.0
315140 Pitangui;3.0;7.0;12.0;1.0;5.0;48.0;13.0;0.0;89.0
315150 Piumhi;7.0;51.0;36.0;3.0;9.0;12.0;31.0;1.0;150.0
315160 Planura;1.0;8.0;4.0;1.0;0.0;2.0;7.0;0.0;23.0
315170 Poço Fundo;4.0;31.0;7.0;2.0;4.0;1.0;7.0;1.0;57.0
315180 Poços de Caldas;32.0;374.0;199.0;34.0;45.0;199.0;153.0;7.0;1043.0
315190 Pocrane;0.0;5.0;2.0;0.0;1.0;0.0;2.0;0.0;10.0
315200 Pompéu;2.0;16.0;10.0;0.0;3.0;14.0;9.0;0.0;54.0
315210 Ponte Nova;15.0;107.0;39.0;7.0;21.0;50.0;29.0;3.0;271.0
315213 Ponto Chique;1.0;2.0;1.0;0.0;0.0;0.0;2.0;1.0;7.0
315217 Ponto dos Volantes;2.0;13.0;2.0;0.0;1.0;0.0;2.0;0.0;20.0
315220 Porteirinha;3.0;23.0;13.0;2.0;4.0;4.0;7.0;0.0;56.0
315230 Porto Firme;4.0;5.0;6.0;1.0;1.0;0.0;5.0;0.0;22.0
315240 Poté;1.0;3.0;7.0;0.0;2.0;2.0;3.0;0.0;18.0
315250 Pouso Alegre;24.0;262.0;162.0;27.0;39.0;103.0;100.0;10.0;727.0
315260 Pouso Alto;1.0;5.0;3.0;0.0;2.0;3.0;4.0;0.0;18.0
315270 Prados;2.0;4.0;5.0;2.0;2.0;0.0;2.0;0.0;17.0
315280 Prata;7.0;19.0;10.0;2.0;2.0;23.0;11.0;1.0;75.0
315290 Pratápolis;0.0;3.0;2.0;1.0;1.0;2.0;1.0;0.0;10.0
315300 Pratinha;0.0;5.0;2.0;0.0;0.0;1.0;1.0;0.0;9.0
315310 Presidente Bernardes;1.0;7.0;2.0;1.0;1.0;0.0;3.0;0.0;15.0
315320 Presidente Juscelino;1.0;1.0;2.0;0.0;1.0;2.0;1.0;0.0;8.0
315330 Presidente Kubitschek;0.0;6.0;3.0;0.0;1.0;2.0;1.0;0.0;13.0
315340 Presidente Olegário;5.0;6.0;5.0;0.0;3.0;1.0;4.0;0.0;24.0
315360 Prudente de Morais;0.0;5.0;2.0;0.0;0.0;2.0;1.0;0.0;10.0
315370 Quartel Geral;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0
315380 Queluzito;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
315390 Raposos;1.0;4.0;5.0;0.0;1.0;4.0;5.0;1.0;21.0
315400 Raul Soares;3.0;7.0;7.0;2.0;3.0;12.0;9.0;0.0;43.0
315410 Recreio;1.0;10.0;2.0;1.0;1.0;2.0;2.0;0.0;19.0
315415 Reduto;0.0;2.0;1.0;1.0;1.0;2.0;0.0;0.0;7.0
315420 Resende Costa;0.0;8.0;4.0;1.0;3.0;5.0;3.0;0.0;24.0
315430 Resplendor;2.0;21.0;2.0;1.0;1.0;5.0;5.0;0.0;37.0
315440 Ressaquinha;0.0;5.0;2.0;1.0;0.0;1.0;2.0;0.0;11.0
315445 Riachinho;1.0;8.0;3.0;0.0;1.0;1.0;0.0;0.0;14.0
315450 Riacho dos Machados;2.0;1.0;4.0;0.0;1.0;1.0;1.0;0.0;10.0
315460 Ribeirão das Neves;40.0;149.0;51.0;9.0;19.0;71.0;59.0;7.0;405.0
315470 Ribeirão Vermelho;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;4.0
315480 Rio Acima;1.0;8.0;4.0;1.0;0.0;2.0;3.0;0.0;19.0
315490 Rio Casca;2.0;7.0;8.0;0.0;3.0;9.0;5.0;0.0;34.0
315510 Rio do Prado;1.0;4.0;2.0;0.0;1.0;2.0;2.0;0.0;12.0
315500 Rio Doce;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;5.0
315520 Rio Espera;1.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;7.0
315530 Rio Manso;0.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;6.0
315540 Rio Novo;2.0;5.0;3.0;2.0;1.0;5.0;6.0;1.0;25.0
315550 Rio Paranaíba;0.0;8.0;4.0;0.0;1.0;15.0;1.0;1.0;30.0
315560 Rio Pardo de Minas;3.0;16.0;6.0;3.0;1.0;6.0;6.0;0.0;41.0
315570 Rio Piracicaba;2.0;10.0;2.0;0.0;2.0;6.0;2.0;0.0;24.0
315580 Rio Pomba;4.0;13.0;15.0;3.0;4.0;9.0;17.0;1.0;66.0
315590 Rio Preto;0.0;6.0;3.0;1.0;0.0;1.0;1.0;1.0;13.0
315600 Rio Vermelho;1.0;8.0;3.0;1.0;2.0;6.0;2.0;0.0;23.0
315610 Ritápolis;1.0;2.0;3.0;3.0;1.0;1.0;3.0;1.0;15.0
315620 Rochedo de Minas;1.0;1.0;6.0;1.0;1.0;1.0;1.0;0.0;12.0
315630 Rodeiro;1.0;1.0;3.0;0.0;0.0;1.0;2.0;0.0;8.0
315640 Romaria;0.0;3.0;2.0;0.0;0.0;1.0;2.0;0.0;8.0
315645 Rosário da Limeira;0.0;2.0;3.0;0.0;1.0;0.0;0.0;0.0;6.0
315650 Rubelita;1.0;5.0;2.0;0.0;1.0;0.0;1.0;0.0;10.0
315660 Rubim;2.0;5.0;3.0;0.0;2.0;2.0;3.0;0.0;17.0
315670 Sabará;7.0;77.0;21.0;11.0;6.0;32.0;18.0;1.0;173.0
315680 Sabinópolis;2.0;3.0;2.0;0.0;1.0;3.0;2.0;0.0;13.0
315690 Sacramento;9.0;33.0;19.0;4.0;6.0;21.0;17.0;2.0;111.0
315700 Salinas;11.0;34.0;21.0;2.0;5.0;19.0;14.0;0.0;106.0
315710 Salto da Divisa;2.0;5.0;1.0;0.0;1.0;1.0;1.0;0.0;11.0
315720 Santa Bárbara;1.0;17.0;23.0;2.0;4.0;24.0;9.0;0.0;80.0
315725 Santa Bárbara do Leste;2.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;7.0
315727 Santa Bárbara do Monte Verde;0.0;5.0;1.0;0.0;1.0;3.0;0.0;0.0;10.0
315730 Santa Bárbara do Tugúrio;0.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;6.0
315733 Santa Cruz de Minas;0.0;1.0;3.0;1.0;1.0;2.0;3.0;0.0;11.0
315737 Santa Cruz de Salinas;0.0;3.0;2.0;0.0;1.0;0.0;2.0;0.0;8.0
315740 Santa Cruz do Escalvado;1.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;6.0
315750 Santa Efigênia de Minas;1.0;6.0;1.0;1.0;2.0;1.0;2.0;0.0;14.0
315760 Santa Fé de Minas;1.0;4.0;1.0;0.0;1.0;0.0;1.0;0.0;8.0
315765 Santa Helena de Minas;1.0;2.0;2.0;0.0;1.0;2.0;2.0;0.0;10.0
315770 Santa Juliana;0.0;6.0;3.0;1.0;2.0;7.0;3.0;0.0;22.0
315780 Santa Luzia;14.0;80.0;50.0;26.0;13.0;88.0;34.0;2.0;307.0
315790 Santa Margarida;3.0;7.0;2.0;1.0;2.0;1.0;2.0;0.0;18.0
315800 Santa Maria de Itabira;1.0;3.0;5.0;0.0;2.0;3.0;3.0;0.0;17.0
315810 Santa Maria do Salto;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;5.0
315820 Santa Maria do Suaçuí;2.0;6.0;3.0;0.0;2.0;1.0;3.0;0.0;17.0
315920 Santa Rita de Caldas;0.0;7.0;6.0;0.0;1.0;10.0;2.0;0.0;26.0
315940 Santa Rita de Ibitipoca;1.0;4.0;2.0;1.0;1.0;3.0;1.0;0.0;13.0
315930 Santa Rita de Jacutinga;0.0;5.0;3.0;0.0;2.0;1.0;1.0;0.0;12.0
315935 Santa Rita de Minas;0.0;2.0;5.0;0.0;2.0;2.0;1.0;0.0;12.0
315950 Santa Rita do Itueto;0.0;2.0;1.0;0.0;1.0;2.0;2.0;0.0;8.0
315960 Santa Rita do Sapucaí;2.0;27.0;42.0;7.0;8.0;58.0;27.0;0.0;171.0
315970 Santa Rosa da Serra;1.0;4.0;4.0;0.0;1.0;4.0;1.0;0.0;15.0
315980 Santa Vitória;3.0;7.0;7.0;2.0;2.0;3.0;7.0;0.0;31.0
315830 Santana da Vargem;1.0;2.0;3.0;1.0;1.0;5.0;2.0;0.0;15.0
315840 Santana de Cataguases;0.0;1.0;3.0;0.0;0.0;0.0;2.0;0.0;6.0
315850 Santana de Pirapama;0.0;6.0;2.0;1.0;1.0;1.0;2.0;0.0;13.0
315860 Santana do Deserto;0.0;4.0;1.0;0.0;0.0;3.0;1.0;0.0;9.0
315870 Santana do Garambéu;0.0;3.0;1.0;1.0;0.0;0.0;2.0;0.0;7.0
315880 Santana do Jacaré;0.0;4.0;1.0;0.0;1.0;1.0;1.0;0.0;8.0
315890 Santana do Manhuaçu;1.0;8.0;2.0;0.0;1.0;2.0;1.0;0.0;15.0
315895 Santana do Paraíso;3.0;8.0;4.0;3.0;3.0;11.0;5.0;1.0;38.0
315900 Santana do Riacho;0.0;1.0;3.0;1.0;1.0;0.0;2.0;0.0;8.0
315910 Santana dos Montes;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;6.0
315990 Santo Antônio do Amparo;3.0;12.0;11.0;1.0;3.0;9.0;5.0;0.0;44.0
316000 Santo Antônio do Aventureiro;0.0;4.0;1.0;1.0;2.0;1.0;1.0;0.0;10.0
316010 Santo Antônio do Grama;1.0;8.0;2.0;1.0;3.0;1.0;2.0;0.0;18.0
316020 Santo Antônio do Itambé;0.0;2.0;2.0;0.0;1.0;1.0;1.0;0.0;7.0
316030 Santo Antônio do Jacinto;1.0;3.0;2.0;0.0;0.0;1.0;1.0;0.0;8.0
316040 Santo Antônio do Monte;5.0;38.0;11.0;1.0;6.0;8.0;12.0;0.0;81.0
316045 Santo Antônio do Retiro;1.0;5.0;2.0;1.0;1.0;0.0;1.0;0.0;11.0
316050 Santo Antônio do Rio Abaixo;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
316060 Santo Hipólito;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0
316070 Santos Dumont;3.0;40.0;18.0;1.0;4.0;19.0;7.0;0.0;92.0
316080 São Bento Abade;0.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0
316090 São Brás do Suaçuí;0.0;3.0;1.0;0.0;0.0;3.0;0.0;0.0;7.0
316095 São Domingos das Dores;0.0;2.0;2.0;0.0;1.0;1.0;1.0;0.0;7.0
316100 São Domingos do Prata;1.0;11.0;5.0;0.0;1.0;4.0;5.0;0.0;27.0
316105 São Félix de Minas;1.0;3.0;3.0;0.0;1.0;2.0;3.0;0.0;13.0
316110 São Francisco;3.0;30.0;10.0;1.0;4.0;8.0;9.0;0.0;65.0
316120 São Francisco de Paula;0.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0
316130 São Francisco de Sales;0.0;5.0;3.0;1.0;2.0;3.0;1.0;0.0;15.0
316140 São Francisco do Glória;2.0;5.0;2.0;0.0;1.0;0.0;4.0;0.0;14.0
316150 São Geraldo;1.0;1.0;2.0;0.0;1.0;3.0;1.0;0.0;9.0
316160 São Geraldo da Piedade;1.0;6.0;1.0;0.0;0.0;0.0;1.0;0.0;9.0
316165 São Geraldo do Baixio;0.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;6.0
316170 São Gonçalo do Abaeté;0.0;2.0;4.0;1.0;2.0;2.0;1.0;0.0;12.0
316180 São Gonçalo do Pará;0.0;3.0;3.0;0.0;1.0;0.0;6.0;0.0;13.0
316190 São Gonçalo do Rio Abaixo;2.0;8.0;2.0;1.0;2.0;6.0;6.0;0.0;27.0
312550 São Gonçalo do Rio Preto;1.0;5.0;2.0;0.0;1.0;1.0;1.0;0.0;11.0
316200 São Gonçalo do Sapucaí;3.0;9.0;16.0;0.0;3.0;23.0;8.0;1.0;63.0
316210 São Gotardo;7.0;27.0;28.0;3.0;5.0;22.0;16.0;0.0;108.0
316220 São João Batista do Glória;0.0;7.0;1.0;1.0;1.0;4.0;1.0;0.0;15.0
316225 São João da Lagoa;0.0;5.0;2.0;0.0;1.0;0.0;1.0;0.0;9.0
316230 São João da Mata;0.0;2.0;2.0;0.0;1.0;1.0;1.0;0.0;7.0
316240 São João da Ponte;4.0;7.0;13.0;0.0;5.0;1.0;4.0;0.0;34.0
316245 São João das Missões;1.0;13.0;5.0;1.0;1.0;2.0;4.0;0.0;27.0
316250 São João del Rei;12.0;115.0;83.0;12.0;16.0;103.0;59.0;3.0;403.0
316255 São João do Manhuaçu;0.0;6.0;3.0;0.0;0.0;3.0;0.0;0.0;12.0
316257 São João do Manteninha;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
316260 São João do Oriente;0.0;2.0;5.0;2.0;2.0;1.0;1.0;0.0;13.0
316265 São João do Pacuí;0.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;6.0
316270 São João do Paraíso;4.0;14.0;9.0;1.0;1.0;2.0;5.0;0.0;36.0
316280 São João Evangelista;1.0;9.0;4.0;1.0;1.0;2.0;4.0;0.0;22.0
316290 São João Nepomuceno;2.0;19.0;6.0;4.0;2.0;7.0;9.0;0.0;49.0
316292 São Joaquim de Bicas;9.0;21.0;5.0;1.0;2.0;11.0;10.0;0.0;59.0
316294 São José da Barra;1.0;4.0;2.0;2.0;3.0;4.0;1.0;0.0;17.0
316295 São José da Lapa;2.0;17.0;4.0;2.0;0.0;12.0;6.0;1.0;44.0
316300 São José da Safira;1.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;6.0
316310 São José da Varginha;0.0;5.0;3.0;0.0;2.0;1.0;1.0;0.0;12.0
316320 São José do Alegre;0.0;5.0;1.0;0.0;0.0;3.0;0.0;0.0;9.0
316330 São José do Divino;1.0;5.0;3.0;0.0;0.0;0.0;1.0;0.0;10.0
316340 São José do Goiabal;2.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;5.0
316350 São José do Jacuri;0.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;6.0
316360 São José do Mantimento;0.0;5.0;1.0;0.0;1.0;1.0;1.0;0.0;9.0
316370 São Lourenço;9.0;71.0;37.0;9.0;11.0;38.0;34.0;3.0;212.0
316380 São Miguel do Anta;2.0;5.0;4.0;0.0;2.0;0.0;1.0;1.0;15.0
316390 São Pedro da União;0.0;5.0;3.0;1.0;1.0;3.0;1.0;0.0;14.0
316410 São Pedro do Suaçuí;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0
316400 São Pedro dos Ferros;1.0;3.0;2.0;0.0;1.0;1.0;2.0;0.0;10.0
316420 São Romão;0.0;8.0;2.0;0.0;1.0;0.0;1.0;0.0;12.0
316430 São Roque de Minas;0.0;5.0;4.0;0.0;1.0;0.0;2.0;1.0;13.0
316440 São Sebastião da Bela Vista;0.0;7.0;1.0;0.0;0.0;1.0;1.0;0.0;10.0
316443 São Sebastião da Vargem Alegre;1.0;2.0;2.0;1.0;1.0;1.0;2.0;0.0;10.0
316447 São Sebastião do Anta;1.0;1.0;2.0;1.0;2.0;0.0;0.0;0.0;7.0
316450 São Sebastião do Maranhão;0.0;2.0;3.0;0.0;2.0;0.0;3.0;0.0;10.0
316460 São Sebastião do Oeste;0.0;6.0;4.0;1.0;1.0;2.0;1.0;0.0;15.0
316470 São Sebastião do Paraíso;22.0;180.0;71.0;16.0;17.0;51.0;45.0;5.0;407.0
316480 São Sebastião do Rio Preto;1.0;4.0;0.0;0.0;1.0;0.0;1.0;0.0;7.0
316490 São Sebastião do Rio Verde;0.0;1.0;3.0;1.0;0.0;1.0;1.0;0.0;7.0
316520 São Thomé das Letras;2.0;4.0;3.0;1.0;1.0;9.0;2.0;0.0;22.0
316500 São Tiago;0.0;6.0;3.0;1.0;1.0;2.0;4.0;0.0;17.0
316510 São Tomás de Aquino;2.0;5.0;4.0;0.0;1.0;2.0;3.0;0.0;17.0
316530 São Vicente de Minas;2.0;8.0;5.0;0.0;2.0;5.0;3.0;0.0;25.0
316540 Sapucaí-Mirim;2.0;3.0;4.0;2.0;0.0;2.0;2.0;0.0;15.0
316550 Sardoá;0.0;5.0;2.0;1.0;1.0;0.0;0.0;0.0;9.0
316553 Sarzedo;2.0;18.0;9.0;3.0;5.0;19.0;14.0;0.0;70.0
316556 Sem-Peixe;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;4.0
316557 Senador Amaral;1.0;3.0;1.0;0.0;1.0;2.0;1.0;0.0;9.0
316560 Senador Cortes;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;4.0
316570 Senador Firmino;4.0;7.0;2.0;1.0;1.0;1.0;7.0;2.0;25.0
316580 Senador José Bento;0.0;2.0;2.0;0.0;1.0;2.0;1.0;0.0;8.0
316590 Senador Modestino Gonçalves;0.0;5.0;3.0;0.0;2.0;0.0;1.0;0.0;11.0
316600 Senhora de Oliveira;0.0;4.0;2.0;1.0;2.0;1.0;2.0;0.0;12.0
316610 Senhora do Porto;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;4.0
316620 Senhora dos Remédios;0.0;5.0;6.0;2.0;0.0;6.0;1.0;0.0;20.0
316630 Sericita;0.0;4.0;4.0;0.0;1.0;5.0;1.0;0.0;15.0
316640 Seritinga;1.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;9.0
316650 Serra Azul de Minas;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0
316660 Serra da Saudade;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;3.0
316680 Serra do Salitre;2.0;10.0;8.0;1.0;1.0;13.0;3.0;0.0;38.0
316670 Serra dos Aimorés;0.0;1.0;3.0;0.0;1.0;1.0;1.0;1.0;8.0
316690 Serrania;1.0;5.0;2.0;0.0;1.0;1.0;1.0;0.0;11.0
316695 Serranópolis de Minas;0.0;3.0;1.0;0.0;2.0;0.0;1.0;0.0;7.0
316700 Serranos;1.0;3.0;3.0;0.0;1.0;1.0;1.0;0.0;10.0
316710 Serro;2.0;11.0;5.0;0.0;2.0;2.0;3.0;0.0;25.0
316720 Sete Lagoas;35.0;245.0;90.0;34.0;34.0;124.0;95.0;5.0;662.0
316555 Setubinha;1.0;3.0;3.0;1.0;1.0;2.0;1.0;0.0;12.0
316730 Silveirânia;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;5.0
316740 Silvianópolis;0.0;2.0;3.0;1.0;1.0;2.0;0.0;0.0;9.0
316750 Simão Pereira;0.0;3.0;2.0;1.0;1.0;4.0;1.0;0.0;12.0
316760 Simonésia;1.0;8.0;1.0;0.0;0.0;3.0;5.0;0.0;18.0
316770 Sobrália;1.0;3.0;3.0;1.0;2.0;1.0;1.0;0.0;12.0
316780 Soledade de Minas;0.0;1.0;1.0;1.0;0.0;2.0;2.0;0.0;7.0
316790 Tabuleiro;1.0;3.0;3.0;1.0;0.0;0.0;2.0;0.0;10.0
316800 Taiobeiras;5.0;42.0;21.0;5.0;8.0;9.0;16.0;0.0;106.0
316805 Taparuba;1.0;3.0;3.0;0.0;1.0;2.0;1.0;0.0;11.0
316810 Tapira;0.0;2.0;3.0;0.0;1.0;0.0;0.0;0.0;6.0
316820 Tapiraí;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
316830 Taquaraçu de Minas;0.0;3.0;2.0;1.0;0.0;2.0;1.0;0.0;9.0
316840 Tarumirim;3.0;12.0;8.0;1.0;4.0;2.0;3.0;0.0;33.0
316850 Teixeiras;2.0;6.0;5.0;0.0;2.0;2.0;2.0;0.0;19.0
316860 Teófilo Otoni;37.0;248.0;75.0;18.0;31.0;131.0;81.0;5.0;626.0
